Mod:Item:MetaData, Localized Name
minechem:fluid.element.O.name, Oxygen
minechem:fluid.element.F.name, Fluorine
minechem:fluid.element.Ne.name, Neon
minechem:fluid.element.Na.name, Sodium
minechem:fluid.element.Mg.name, Magnesium
minechem:fluid.element.Al.name, Aluminium
minechem:fluid.element.Si.name, Silicon
minechem:fluid.element.P.name, Phosphorus
minechem:fluid.element.S.name, Sulfur
minechem:fluid.element.Cl.name, Chlorine
minechem:fluid.element.Ar.name, Argon
minechem:fluid.element.K.name, Potassium
minechem:fluid.element.Ca.name, Calcium
minechem:fluid.element.Sc.name, Scandium
minechem:fluid.element.Ti.name, Titanium
minechem:fluid.element.V.name, Vanadium
minechem:fluid.element.Cr.name, Chromium
minechem:fluid.element.Mn.name, Manganese
minechem:fluid.element.Fe.name, Iron
minechem:fluid.element.Co.name, Cobalt
minechem:fluid.element.Ni.name, Nickel
minechem:fluid.element.Cu.name, Copper
minechem:fluid.element.Zn.name, Zinc
minechem:fluid.element.Ga.name, Gallium
minechem:fluid.element.Ge.name, Germanium
minechem:fluid.element.As.name, Arsenic
minechem:fluid.element.Se.name, Selenium
minechem:fluid.element.Br.name, Bromine
minechem:fluid.element.Kr.name, Krypton
minechem:fluid.element.Rb.name, Rubidium
minechem:fluid.element.Sr.name, Strontium
minechem:fluid.element.Y.name, Yttrium
minechem:fluid.element.Zr.name, Zirconium
minechem:fluid.element.Nb.name, Niobium
minechem:fluid.element.Mo.name, Molybdenum
minechem:fluid.element.Tc.name, Technetium
minechem:fluid.element.Ru.name, Ruthenium
minechem:fluid.element.Rh.name, Rhodium
minechem:fluid.element.Pd.name, Palladium
minechem:fluid.element.Ag.name, Silver
minechem:fluid.element.Cd.name, Cadmium
minechem:fluid.element.In.name, Indium
minechem:fluid.element.Sn.name, Tin
minechem:fluid.element.Sb.name, Antimony
minechem:fluid.element.Te.name, Tellurium
minechem:fluid.element.I.name, Iodine
minechem:fluid.element.Xe.name, Xenon
minechem:fluid.element.Cs.name, Caesium
minechem:fluid.element.Ba.name, Barium
minechem:fluid.element.La.name, Lanthanum
minechem:fluid.element.Ce.name, Cerium
minechem:fluid.element.Pr.name, Praseodymium
minechem:fluid.element.Nd.name, Neodymium
minechem:fluid.element.Pm.name, Promethium
minechem:fluid.element.Sm.name, Samarium
minechem:fluid.element.Eu.name, Europium
minechem:fluid.element.Gd.name, Gadolinium
minechem:fluid.element.Tb.name, Terbium
minechem:fluid.element.Dy.name, Dysprosium
minechem:fluid.element.Ho.name, Holmium
minechem:fluid.element.Er.name, Erbium
minechem:fluid.element.Tm.name, Thulium
minechem:fluid.element.Yb.name, Ytterbium
minechem:fluid.element.Lu.name, Lutetium
minechem:fluid.element.Hf.name, Hafnium
minechem:fluid.element.Ta.name, Tantalum
minechem:fluid.element.W.name, Tungsten
minechem:fluid.element.Re.name, Rhenium
minechem:fluid.element.Os.name, Osmium
minechem:fluid.element.Ir.name, Iridium
minechem:fluid.element.Pt.name, Platinum
minechem:fluid.element.Au.name, Gold
minechem:fluid.element.Hg.name, Mercury
minechem:fluid.element.Tl.name, Thallium
minechem:fluid.element.Pb.name, Lead
minechem:fluid.element.Bi.name, Bismuth
minechem:fluid.element.Po.name, Polonium
minechem:fluid.element.At.name, Astatine
minechem:fluid.element.Rn.name, Radon
minechem:fluid.element.Fr.name, Francium
minechem:fluid.element.Ra.name, Radium
minechem:fluid.element.Ac.name, Actinium
minechem:fluid.element.Th.name, Thorium
minechem:fluid.element.Pa.name, Protactinium
minechem:fluid.element.U.name, Uranium
minechem:fluid.element.Np.name, Neptunium
minechem:fluid.element.Pu.name, Plutonium
minechem:fluid.element.Am.name, Americium
minechem:fluid.element.Cm.name, Curium
minechem:fluid.element.Bk.name, Berkelium
minechem:fluid.element.Cf.name, Californium
minechem:fluid.element.Es.name, Einsteinium
minechem:fluid.element.Fm.name, Fermium
minechem:fluid.element.Md.name, Mendelevium
minechem:fluid.element.No.name, Nobelium
minechem:fluid.element.Lr.name, Lawrencium
minechem:fluid.element.Rf.name, Rutherfordium
minechem:fluid.element.Db.name, Dubnium
minechem:fluid.element.Sg.name, Seaborgium
minechem:fluid.element.Bh.name, Bohrium
minechem:fluid.element.Hs.name, Hassium
minechem:fluid.element.Mt.name, Meitnerium
minechem:fluid.element.Ds.name, Darmstadtium
minechem:fluid.element.Rg.name, Roentgenium
minechem:fluid.element.Cn.name, Copernicium
minechem:fluid.element.Uut.name, Ununtrium
minechem:fluid.molecule.cellulose.name, Cellulose
minechem:fluid.molecule.carbonDioxide.name, Carbon Dioxide
minechem:fluid.molecule.nitrogenDioxide.name, Nitrogen Dioxide
minechem:fluid.molecule.toluene.name, Toluene
minechem:fluid.molecule.potassiumNitrate.name, Potassium Nitrate
minechem:fluid.molecule.tnt.name, Trinitrotoluene
minechem:fluid.molecule.siliconDioxide.name, Silicon Dioxide
minechem:fluid.molecule.calcicPyroxene.name, Calcic Pyroxene
minechem:fluid.molecule.pyrite.name, Pyrite
minechem:fluid.molecule.nepheline.name, Nepheline
minechem:fluid.molecule.sulfate.name, Sulfate (ion)
minechem:fluid.molecule.noselite.name, Noselite
minechem:fluid.molecule.sodalite.name, Sodalite
minechem:fluid.molecule.nitrate.name, Nitrate (ion)
minechem:fluid.molecule.carbonate.name, Carbonate (ion)
minechem:fluid.molecule.cyanide.name, Potassium Cyanide
minechem:fluid.molecule.phosphate.name, Phosphate (ion)
minechem:fluid.molecule.acetate.name, Acetate (ion)
minechem:fluid.molecule.chromate.name, Chromate (ion)
minechem:fluid.molecule.hydroxide.name, Hydroxide (ion)
minechem:fluid.molecule.ammonium.name, Ammonium (ion)
minechem:fluid.molecule.hydronium.name, Hydronium (ion)
minechem:fluid.molecule.peroxide.name, Peroxide (ion)
minechem:fluid.molecule.calciumOxide.name, Calcium Oxide
minechem:fluid.molecule.calciumCarbonate.name, Calcium Carbonate
minechem:fluid.molecule.magnesiumCarbonate.name, Magnesium Carbonate
minechem:fluid.molecule.lazurite.name, Lazurite
minechem:fluid.molecule.isoprene.name, Isoprene
minechem:fluid.molecule.butene.name, Butene
minechem:fluid.molecule.polyisobutylene.name, Polyisobutylene Rubber
minechem:fluid.molecule.malicAcid.name, Malic Acid
minechem:fluid.molecule.vinylChloride.name, Vinyl Chloride Monomer
minechem:fluid.molecule.polyvinylChloride.name, Polyvinyl Chloride
minechem:fluid.molecule.methamphetamine.name, Methamphetamine
minechem:fluid.molecule.psilocybin.name, Psilocybin
minechem:fluid.molecule.iron3oxide.name, Iron (III) Oxide
minechem:fluid.molecule.strontiumNitrate.name, Strontium Nitrate
minechem:fluid.molecule.magnetite.name, Magnetite
minechem:fluid.molecule.magnesiumOxide.name, Magnesium Oxide
minechem:fluid.molecule.cucurbitacin.name, Cucurbitacin
minechem:fluid.molecule.asparticAcid.name, Aspartic Acid
minechem:fluid.molecule.hydroxylapatite.name, Hydroxylapatite
minechem:fluid.molecule.alinine.name, Alanine
minechem:fluid.molecule.glycine.name, Glycine
minechem:fluid.molecule.serine.name, Serine
minechem:fluid.molecule.mescaline.name, Mescaline
minechem:fluid.molecule.methyl.name, Methyl (ion)
minechem:fluid.molecule.methylene.name, Methylene (ion)
minechem:fluid.molecule.memethacrylate.name, Methyl Methacrylate
minechem:fluid.molecule.pmma.name, Poly(methyl methacrylate)
minechem:fluid.molecule.redPigment.name, Cobalt(II) Nitrate
minechem:fluid.molecule.orangePigment.name, Potassium Dichromate
minechem:fluid.molecule.yellowPigment.name, Potassium Chromate
minechem:fluid.molecule.limePigment.name, Nickel(II) Chloride
minechem:fluid.molecule.lightbluePigment.name, Copper(II) Sulfate
minechem:fluid.molecule.purplePigment.name, Potassium Permanganate
minechem:fluid.molecule.greenPigment.name, Zinc Green
minechem:fluid.molecule.blackPigment.name, Carbon Black
minechem:fluid.molecule.whitePigment.name, Titanium Dioxide
minechem:fluid.molecule.metasilicate.name, Metasilicate
minechem:fluid.molecule.beryl.name, Beryl
minechem:fluid.molecule.ethanol.name, Ethyl Alcohol
minechem:fluid.molecule.amphetamine.name, Amphetamine
minechem:fluid.molecule.theobromine.name, Theobromine
minechem:fluid.molecule.starch.name, Starch
minechem:fluid.molecule.sucrose.name, Sucrose
minechem:fluid.molecule.pantherine.name, Pantherine
minechem:fluid.molecule.aluminiumOxide.name, Aluminium Oxide
minechem:fluid.molecule.fullrene.name, Carbon Nanotubes
minechem:fluid.molecule.valine.name, Valine
minechem:fluid.molecule.penicillin.name, Penicillin
minechem:fluid.molecule.testosterone.name, Testosterone
minechem:fluid.molecule.kaolinite.name, Kaolinite
minechem:fluid.molecule.fingolimod.name, Fingolimod
minechem:fluid.molecule.arginine.name, Arginine
minechem:fluid.molecule.shikimicAcid.name, Shikimic Acid
minechem:fluid.molecule.sulfuricAcid.name, Sulfuric Acid
minechem:fluid.molecule.glyphosate.name, Glyphosate
minechem:fluid.molecule.asprin.name, Aspirin
minechem:fluid.molecule.ddt.name, DDT
minechem:fluid.molecule.dota.name, DOTA
minechem:fluid.molecule.mycotoxin.name, T-2 Mycotoxin
minechem:fluid.molecule.salt.name, Salt
minechem:fluid.molecule.ammonia.name, Ammonia
minechem:fluid.molecule.nodularin.name, Nodularin
minechem:fluid.molecule.tetrodotoxin.name, Tetrodotoxin
minechem:fluid.molecule.thc.name, THC
minechem:fluid.molecule.mt.name, Methylcyclopentadienyl Manganese Tricarbonyl
minechem:fluid.molecule.buli.name, Tert-Butyllithium
minechem:fluid.molecule.plat.name, Chloroplatinic Acid
minechem:fluid.molecule.phosgene.name, Phosgene
minechem:fluid.molecule.aalc.name, Allyl Alcohol
minechem:fluid.molecule.hist.name, Diphenhydramine
minechem:fluid.molecule.pal2.name, Batrachotoxin
minechem:fluid.molecule.retinol.name, Retinol
minechem:fluid.molecule.xylitol.name, Xylitol
minechem:fluid.molecule.weedex.name, Aminocyclopyrachlor
minechem:fluid.molecule.xanax.name, Alprazolam
minechem:fluid.molecule.hcl.name, Hydrogen Chloride
minechem:fluid.molecule.cocaine.name, Cocaine
minechem:fluid.molecule.cocainehcl.name, Cocaine Hydrochloride
minechem:fluid.molecule.blueorgodye.name, Guaiazulene
minechem:fluid.molecule.redorgodye.name, Pelargonidin
minechem:fluid.molecule.purpleorgodye.name, Delphinidin
minechem:fluid.molecule.olivine.name, Olivine
minechem:fluid.molecule.metblue.name, Methylene Blue
minechem:fluid.molecule.meoh.name, Methyl Alcohol
minechem:fluid.molecule.lcd.name, Cholesteryl Benzoate
minechem:fluid.molecule.radchlor.name, Radium Chloride
minechem:fluid.molecule.caulerpenyne.name, Caulerpenyne
minechem:fluid.molecule.latropine.name, Hyoscyamine
minechem:fluid.molecule.gallicacid.name, Gallic Acid
minechem:fluid.molecule.glucose.name, Glucose
minechem:fluid.molecule.tannicacid.name, Tannic Acid
minechem:fluid.molecule.hperox.name, Hydrogen Peroxide
minechem:fluid.molecule.galliumarsenide.name, Gallium Arsenide
minechem:fluid.molecule.fibroin.name, Fibroin
minechem:fluid.molecule.aluminiumPhosphate.name, Aluminium Phosphate
minechem:fluid.molecule.potassiumOxide.name, Potassium Oxide
minechem:fluid.molecule.sodiumOxide.name, Sodium Oxide
minechem:fluid.molecule.plagioclaseAnorthite.name, Anorthite
minechem:fluid.molecule.plagioclaseAlbite.name, Albite
minechem:fluid.molecule.orthoclase.name, Orthoclase
minechem:fluid.molecule.biotite.name, Biotite
minechem:fluid.molecule.augite.name, Augite
minechem:fluid.molecule.talc.name, Talc
minechem:fluid.molecule.propane.name, Propane
minechem:fluid.molecule.peridot.name, Peridot
minechem:fluid.molecule.topaz.name, Topaz
minechem:fluid.molecule.zoisite.name, Zoisite
minechem:fluid.molecule.cysteine.name, Cysteine
minechem:fluid.molecule.threonine.name, Threonine
minechem:fluid.molecule.lysine.name, Lysine
minechem:fluid.molecule.methionine.name, Methionine
minechem:fluid.molecule.tyrosine.name, Tyrosine
minechem:fluid.molecule.histidine.name, Histidine
minechem:fluid.molecule.phenylalanine.name, Phenylalanine
minechem:fluid.molecule.glutamine.name, Glutamine
minechem:fluid.molecule.proline.name, Proline
minechem:fluid.molecule.leucine.name, Leucine
minechem:fluid.molecule.tryptophan.name, Tryptophan
minechem:fluid.molecule.isoleucine.name, Isoleucine
minechem:fluid.molecule.glutamates.name, Glutamic Acid
minechem:fluid.molecule.asparagine.name, Asparagine
minechem:fluid.molecule.keratin.name, Keratin
minechem:fluid.molecule.asbestos.name, Asbestos
minechem:fluid.molecule.lithiumHydroxide.name, Lithium Hydroxide
minechem:fluid.molecule.sodiumHydroxide.name, Sodium Hydroxide
minechem:fluid.molecule.potassiumHydroxide.name, Potassium Hydroxide
minechem:fluid.molecule.rubidiumHydroxide.name, Rubidium Hydroxide
minechem:fluid.molecule.cesiumHydroxide.name, Cesium Hydroxide
minechem:fluid.molecule.franciumHydroxide.name, Francium Hydroxide
minechem:fluid.molecule.hypophosphite.name, Hypophosphite
minechem:fluid.molecule.aluminiumHypophosphite.name, fluid.molecule.aluminiumHypophosphite.name
minechem:fluid.molecule.omphacite.name, Omphacite
minechem:fluid.molecule.silicate.name, Silicate
minechem:fluid.molecule.pyrope.name, Pyrope
minechem:fluid.molecule.almadine.name, Almandine
minechem:fluid.molecule.spessartine.name, Spessartine
minechem:fluid.molecule.redGarnet.name, Red Garnet
minechem:fluid.molecule.forsterite.name, Forsterite
minechem:fluid.molecule.chromite.name, Chromite
minechem:fluid.molecule.siliconOxide.name, Silicon Oxide
minechem:fluid.molecule.ironOxide.name, Iron Oxide
minechem:fluid.molecule.galliumOxide.name, Gallium Oxide
minechem:fluid.molecule.arsenicOxide.name, Arsenic Oxide
minechem:fluid.molecule.sulfurDioxide.name, Sulfur Dioxide
minechem:fluid.molecule.hydrogenSulfide.name, Hydrogen Sulfide
minechem:fluid.molecule.sodiumBisulfate.name, Sodium Bisulfate
minechem:fluid.molecule.sodiumSulfate.name, Sodium Sulfate
minechem:fluid.molecule.dimethyltryptamine.name, Dimethyltryptamine
minechem:fluid.molecule.oleicAcid.name, Oleic Acid
mw:TitaniumOre, Titanium Ore
mw:LeadOre, Lead Ore
mw:CopperOre, Copper Ore
mw:TinOre, Tin Ore
mw:SulfurOre, Sulfur Ore
mw:BauxiteOre, Bauxite Ore
mw:SiliconOre, Silicon Ore
mw:TantalumOre, Tantalum Ore
mw:RubyOre, Ruby Ore
openmodularturrets:baseTierWood, Turret Base (Tier 1) 
openmodularturrets:baseTierOneBlock, Turret Base (Tier 2) 
openmodularturrets:baseTierTwoBlock, Turret Base (Tier 3) 
openmodularturrets:baseTierThreeBlock, Turret Base (Tier 4) 
openmodularturrets:baseTierFourBlock, Turret Base (Tier 5) 
openmodularturrets:expanderPowerTierOne, Base Power Expander (Tier 1)
openmodularturrets:expanderPowerTierTwo, Base Power Expander (Tier 2)
openmodularturrets:expanderPowerTierThree, Base Power Expander (Tier 3)
openmodularturrets:expanderPowerTierFour, Base Power Expander (Tier 4)
openmodularturrets:expanderPowerTierFive, Base Power Expander (Tier 5)
openmodularturrets:expanderInvTierOne, Base Inventory Expander (Tier 1)
openmodularturrets:expanderInvTierTwo, Base Inventory Expander (Tier 2)
openmodularturrets:expanderInvTierThree, Base Inventory Expander (Tier 3)
openmodularturrets:expanderInvTierFour, Base Inventory Expander (Tier 4)
openmodularturrets:expanderInvTierFive, Base Inventory Expander (Tier 5)
openmodularturrets:hardWallTierOne, Hard Wall (Tier 1)
openmodularturrets:hardWallTierTwo, Hard Wall (Tier 2)
openmodularturrets:hardWallTierThree, Hard Wall (Tier 3)
openmodularturrets:hardWallTierFour, Hard Wall (Tier 4)
openmodularturrets:hardWallTierFive, Hard Wall (Tier 5)
openmodularturrets:fenceTierOne, Fence (Tier 1)
openmodularturrets:fenceTierTwo, Fence (Tier 2)
openmodularturrets:fenceTierThree, Fence (Tier 3)
openmodularturrets:fenceTierFour, Fence (Tier 4)
openmodularturrets:fenceTierFive, Fence (Tier 5)
openmodularturrets:disposeItemTurret, Disposable Item Turret
openmodularturrets:potatoCannonTurret, Potato Cannon Turret
openmodularturrets:machineGunTurret, Gun Turret
openmodularturrets:incendiaryTurret, Incendiary Turret
openmodularturrets:grenadeTurret, Grenade Launcher Turret
openmodularturrets:relativisticTurret, Relativistic Turret
openmodularturrets:rocketTurret, Rocket Launcher Turret
openmodularturrets:teleporterTurret, Teleporter Turret
openmodularturrets:laserTurret, Laser Turret
openmodularturrets:railGunTurret, Rail Gun Turret
openmodularturrets:leverBlock, Basic Turret Base Crank
harvestcraft:cuttingboard, Cutting Board
harvestcraft:pot, Pot
harvestcraft:beehive, Beehive
harvestcraft:apiary, Apiary
harvestcraft:presser, Presser
harvestcraft:sink, tile.sink.name
harvestcraft:salt, Salt Ore
harvestcraft:spamcompressedsaltBlockalt, Compressed Salt Block
harvestcraft:market, Market
harvestcraft:oven, Oven
harvestcraft:ovenon, tile.ovenon.name
harvestcraft:churn, Churn
harvestcraft:churnon, tile.churnon.name
harvestcraft:quern, Quern
harvestcraft:quernon, tile.quernon.name
harvestcraft:fishtrap, Fish Trap
harvestcraft:animaltrap, Animal Trap
harvestcraft:berrygarden, Berry Garden
harvestcraft:desertgarden, Desert Garden
harvestcraft:grassgarden, Grass Garden
harvestcraft:gourdgarden, Gourd Garden
harvestcraft:groundgarden, Ground Garden
harvestcraft:herbgarden, Herb Garden
harvestcraft:leafygarden, Leafy Garden
harvestcraft:mushroomgarden, Mushroom Garden
harvestcraft:stalkgarden, Stalk Garden
harvestcraft:textilegarden, Textile Garden
harvestcraft:tropicalgarden, Tropical Garden
harvestcraft:watergarden, Water Garden
harvestcraft:pamApple, Apple
harvestcraft:pamappleSapling, Apple Sapling
harvestcraft:pamAlmond, Almond
harvestcraft:pamalmondSapling, Almond Sapling
harvestcraft:pamApricot, Apricot
harvestcraft:pamapricotSapling, Apricot Sapling
harvestcraft:pamAvocado, Avocado
harvestcraft:pamavocadoSapling, Avocado Sapling
harvestcraft:pamBanana, Banana
harvestcraft:pambananaSapling, Banana Sapling
harvestcraft:pamCashew, Cashew
harvestcraft:pamcashewSapling, Cashew Sapling
harvestcraft:pamCherry, Cherry
harvestcraft:pamcherrySapling, Cherry Sapling
harvestcraft:pamChestnut, Chestnut
harvestcraft:pamchestnutSapling, Chestnut Sapling
harvestcraft:pamCinnamon, Cinnamon Wood
harvestcraft:pamcinnamonSapling, Cinnamon Sapling
harvestcraft:pamCoconut, Coconut
harvestcraft:pamcoconutSapling, Coconut Sapling
harvestcraft:pamDate, Date
harvestcraft:pamdateSapling, Date Sapling
harvestcraft:pamDragonfruit, Dragonfruit
harvestcraft:pamdragonfruitSapling, Dragonfruit Sapling
harvestcraft:pamDurian, Durian
harvestcraft:pamdurianSapling, Durian Sapling
harvestcraft:pamFig, Fig
harvestcraft:pamfigSapling, Fig Sapling
harvestcraft:pamGrapefruit, Grapefruit
harvestcraft:pamgrapefruitSapling, Grapefruit Sapling
harvestcraft:pamLemon, Lemon
harvestcraft:pamlemonSapling, Lemon Sapling
harvestcraft:pamLime, Lime
harvestcraft:pamlimeSapling, Lime Sapling
harvestcraft:pamMaple, Maple Wood
harvestcraft:pammapleSapling, Maple Sapling
harvestcraft:pamMango, Mango
harvestcraft:pammangoSapling, Mango Sapling
harvestcraft:pamNutmeg, Nutmeg
harvestcraft:pamnutmegSapling, Nutmeg Sapling
harvestcraft:pamOlive, Olive
harvestcraft:pamoliveSapling, Olive Sapling
harvestcraft:pamOrange, Orange
harvestcraft:pamorangeSapling, Orange Sapling
harvestcraft:pamPapaya, Papaya
harvestcraft:pampapayaSapling, Papaya Sapling
harvestcraft:pamPaperbark, Paperbark Wood
harvestcraft:pampaperbarkSapling, Paperbark Sapling
harvestcraft:pamPeach, Peach
harvestcraft:pampeachSapling, Peach Sapling
harvestcraft:pamPear, Pear
harvestcraft:pampearSapling, Pear Sapling
harvestcraft:pamPecan, Pecan
harvestcraft:pampecanSapling, Pecan Sapling
harvestcraft:pamPeppercorn, Peppercorn
harvestcraft:pampeppercornSapling, Peppercorn Sapling
harvestcraft:pamPersimmon, Persimmon
harvestcraft:pampersimmonSapling, Persimmon Sapling
harvestcraft:pamPistachio, Pistachio
harvestcraft:pampistachioSapling, Pistachio Sapling
harvestcraft:pamPlum, Plum
harvestcraft:pamplumSapling, Plum Sapling
harvestcraft:pamPomegranate, Pomegranate
harvestcraft:pampomegranateSapling, Pomegranate Sapling
harvestcraft:pamStarfruit, Starfruit
harvestcraft:pamstarfruitSapling, Starfruit Sapling
harvestcraft:pamVanillabean, Vanilla Bean
harvestcraft:pamvanillabeanSapling, Vanilla Sapling
harvestcraft:pamWalnut, Walnut
harvestcraft:pamwalnutSapling, Walnut Sapling
harvestcraft:pamGooseberry, Goosberry
harvestcraft:pamgooseberrySapling, Gooseberry Sapling
harvestcraft:pamblackberryCrop, Blackberry Crop
harvestcraft:pamblueberryCrop, Blueberry Crop
harvestcraft:pamcandleberryCrop, Candleberry Crop
harvestcraft:pamraspberryCrop, Raspberry Crop
harvestcraft:pamstrawberryCrop, Strawberry Crop
harvestcraft:pamcactusfruitCrop, Cactus Fruit Crop
harvestcraft:pamasparagusCrop, Asparagus Crop
harvestcraft:pambarleyCrop, Barley Crop
harvestcraft:pamoatsCrop, Oats Crop
harvestcraft:pamryeCrop, Rye Crop
harvestcraft:pamcornCrop, Corn Crop
harvestcraft:pambambooshootCrop, Bamboo Crop
harvestcraft:pamcantaloupeCrop, Cantaloupe Crop
harvestcraft:pamcucumberCrop, Cucumber Crop
harvestcraft:pamwintersquashCrop, Winter Squash Crop
harvestcraft:pamzucchiniCrop, Zucchini Crop
harvestcraft:pambeetCrop, Beet Crop
harvestcraft:pamonionCrop, Onion Crop
harvestcraft:pamparsnipCrop, Parsnip Crop
harvestcraft:pampeanutCrop, Peanut Crop
harvestcraft:pamradishCrop, Radish Crop
harvestcraft:pamrutabagaCrop, Rutabaga Crop
harvestcraft:pamsweetpotatoCrop, Sweet Potato Crop
harvestcraft:pamturnipCrop, Turnip Crop
harvestcraft:pamrhubarbCrop, Rhubarb Crop
harvestcraft:pamceleryCrop, Celery Crop
harvestcraft:pamgarlicCrop, Garlic Crop
harvestcraft:pamgingerCrop, Ginger Crop
harvestcraft:pamspiceleafCrop, Spice Leaf Crop
harvestcraft:pamtealeafCrop, Tea Leaf Crop
harvestcraft:pamcoffeebeanCrop, Coffee Bean Crop
harvestcraft:pammustardseedsCrop, Mustard Seeds Crop
harvestcraft:pambroccoliCrop, Broccoli Crop
harvestcraft:pamcauliflowerCrop, Cauliflower Crop
harvestcraft:pamleekCrop, Leek Crop
harvestcraft:pamlettuceCrop, Lettuce Crop
harvestcraft:pamscallionCrop, Scallion Crop
harvestcraft:pamartichokeCrop, Artichoke Crop
harvestcraft:pambrusselsproutCrop, Brussel Sprout Crop
harvestcraft:pamcabbageCrop, Cabbage Crop
harvestcraft:pamspinachCrop, Spinach Crop
harvestcraft:pamwhitemushroomCrop, White Mushroom Crop
harvestcraft:pambeanCrop, Bean Crop
harvestcraft:pamsoybeanCrop, Soybean Crop
harvestcraft:pambellpepperCrop, Bell Pepper Crop
harvestcraft:pamchilipepperCrop, Chili Pepper Crop
harvestcraft:pameggplantCrop, Eggplant Crop
harvestcraft:pamokraCrop, Okra Crop
harvestcraft:pampeasCrop, Peas Crop
harvestcraft:pamtomatoCrop, Tomato Crop
harvestcraft:pamcottonCrop, Cotton Crop
harvestcraft:pampineappleCrop, Pineapple Crop
harvestcraft:pamgrapeCrop, Grape Crop
harvestcraft:pamkiwiCrop, Kiwi Crop
harvestcraft:pamcranberryCrop, Cranberry Crop
harvestcraft:pamriceCrop, Rice Crop
harvestcraft:pamseaweedCrop, Seaweed Crop
harvestcraft:pamcurryleafCrop, Curry Leaf Crop
harvestcraft:pamsesameseedsCrop, Sesame Seeds Crop
harvestcraft:pamwaterchestnutCrop, Water Chestnut Crop
harvestcraft:pamcandleDeco1, White Candle
harvestcraft:pamcandleDeco2, Orange Candle
harvestcraft:pamcandleDeco3, Magenta Candle
harvestcraft:pamcandleDeco4, Light Blue Candle
harvestcraft:pamcandleDeco5, Yellow Candle
harvestcraft:pamcandleDeco6, Lime Candle
harvestcraft:pamcandleDeco7, Pink Candle
harvestcraft:pamcandleDeco8, Dark Grey Candle
harvestcraft:pamcandleDeco9, Light Grey Candle
harvestcraft:pamcandleDeco10, Cyan Candle
harvestcraft:pamcandleDeco11, Purple Candle
harvestcraft:pamcandleDeco12, Blue Candle
harvestcraft:pamcandleDeco13, Brown Candle
harvestcraft:pamcandleDeco14, Green Candle
harvestcraft:pamcandleDeco15, Red Candle
harvestcraft:pamcandleDeco16, Black Candle
harvestcraft:pamcarrotCake, Carrot Cake
harvestcraft:pamcheeseCake, Cheese Cake
harvestcraft:pamcherrycheeseCake, Cherry Cheese Cake
harvestcraft:pampineappleupsidedownCake, Pineapple Upside Down Cake
harvestcraft:pamchocolatesprinkleCake, Chocolate Sprinkles Cake
harvestcraft:pamredvelvetCake, Red Velvet Cake
harvestcraft:pamlamingtonCake, Lamington
harvestcraft:pampavlovaCake, Pavlova
harvestcraft:pamholidayCake, Holiday Cake
harvestcraft:pampumpkincheeseCake, Pumpkin Cheese Cake
flansmod:flansWorkbench:0, Vehicle Crafting Table
flansmod:teamsSpawner:0, Item Spawner
flansmod:teamsSpawner:1, Player Spawner
flansmod:teamsSpawner:2, Vehicle Spawner
minecraft:record_13, Music Disc
minecraft:record_cat, Music Disc
minecraft:record_blocks, Music Disc
minecraft:record_chirp, Music Disc
minecraft:record_far, Music Disc
minecraft:record_mall, Music Disc
minecraft:record_mellohi, Music Disc
minecraft:record_stal, Music Disc
minecraft:record_strad, Music Disc
minecraft:record_ward, Music Disc
minecraft:record_11, Music Disc
minecraft:record_wait, Music Disc
Aroma1997Core:wrench, Aromic Hammer
IC2:itemHarz, ic2.itemHarz.name
IC2:itemRubber, ic2.itemRubber.name
IC2:itemFluidCell, ic2.itemFluidCell.name
IC2:itemupgradekit:0, ic2.itemMFSUupgradekit
IC2:itemRecipePart:0, ic2.itemPartCoil
IC2:itemRecipePart:1, ic2.itemPartEleMotor
IC2:itemRecipePart:2, ic2.itempowerunit
IC2:itemRecipePart:3, ic2.itempowerunitsmall
IC2:itemRecipePart:4, ic2.itemrawcrystalmemory
IC2:itemRecipePart:5, ic2.itemheatconductor
IC2:itemRecipePart:6, ic2.itemcopperboiler
IC2:itemRecipePart:7, ic2.itemwoodrotorblade
IC2:itemRecipePart:8, ic2.itemironrotorblade
IC2:itemRecipePart:9, ic2.itemcarbonrotorblade
IC2:itemRecipePart:10, ic2.itemsteelrotorblade
IC2:itemRecipePart:11, ic2.itemironshaft
IC2:itemRecipePart:12, ic2.itemsteelshaft
IC2:itemCasing:0, ic2.itemCasingCopper
IC2:itemCasing:1, ic2.itemCasingTin
IC2:itemCasing:2, ic2.itemCasingBronze
IC2:itemCasing:3, ic2.itemCasingGold
IC2:itemCasing:4, ic2.itemCasingIron
IC2:itemCasing:5, ic2.itemCasingAdvIron
IC2:itemCasing:6, ic2.itemCasingLead
IC2:itemCrushedOre:0, ic2.itemCrushedIronOre
IC2:itemCrushedOre:1, ic2.itemCrushedCopperOre
IC2:itemCrushedOre:2, ic2.itemCrushedGoldOre
IC2:itemCrushedOre:3, ic2.itemCrushedTinOre
IC2:itemCrushedOre:4, ic2.itemCrushedUranOre
IC2:itemCrushedOre:5, ic2.itemCrushedSilverOre
IC2:itemCrushedOre:6, ic2.itemCrushedLeadOre
IC2:itemPurifiedCrushedOre:0, ic2.itemPurifiedCrushedIronOre
IC2:itemPurifiedCrushedOre:1, ic2.itemPurifiedCrushedCopperOre
IC2:itemPurifiedCrushedOre:2, ic2.itemPurifiedCrushedGoldOre
